Stack,Input,Rule
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION' FACTOR,IGUAL_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,COMPARACION -> IGUAL_IGUAL
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION' FACTOR,IGUAL_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION',ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,FACTOR -> ENTERO
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION',ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR,PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,CONDICION' -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR,PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES,LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR,IMPRIMIR PARENTESIS_ABRIR CADENA PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCIONES -> INSTRUCCION INSTRUCCIONES
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES,IMPRIMIR PARENTESIS_ABRIR CADENA PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCION -> Imprimir AT
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT,IMPRIMIR PARENTESIS_ABRIR CADENA PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,Imprimir -> IMPRIMIR PARENTESIS_ABRIR IMPRIMIR' PARENTESIS_CERRAR
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT PARENTESIS_CERRAR IMPRIMIR' PARENTESIS_ABRIR,IMPRIMIR PARENTESIS_ABRIR CADENA PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT PARENTESIS_CERRAR IMPRIMIR',PARENTESIS_ABRIR CADENA PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT PARENTESIS_CERRAR,CADENA PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,IMPRIMIR' -> EXPRESION MASEXPRESION
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT PARENTESIS_CERRAR MASEXPRESION,CADENA PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,EXPRESION -> FACTOR EXPRESION'
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT PARENTESIS_CERRAR MASEXPRESION EXPRESION',CADENA PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,FACTOR -> CADENA
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT PARENTESIS_CERRAR MASEXPRESION EXPRESION',CADENA PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT PARENTESIS_CERRAR MASEXPRESION,PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,EXPRESION' -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT PARENTESIS_CERRAR,PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,MASEXPRESION -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES AT,PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES,AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR,LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCIONES -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL',LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,CONDICIONAL' -> SINO LLAVE_ABRIR INSTRUCCIONES LLAVE_CERRAR
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR,SINO LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR,IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCIONES -> INSTRUCCION INSTRUCCIONES
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCION -> ASIGNACION AT
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT,IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,ASIGNACION -> IDENTIFICADOR IGUAL EXPRESION
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT EXPRESION IGUAL,IDENTIFICADOR IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT EXPRESION,IGUAL IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT,IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,EXPRESION -> FACTOR EXPRESION'
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT EXPRESION',IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,FACTOR -> IDENTIFICADOR FACTOR'
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT EXPRESION' FACTOR',IDENTIFICADOR POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT EXPRESION',POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,FACTOR' -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT,POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,EXPRESION' -> OPERADOR FACTOR
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT FACTOR,POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,OPERADOR -> POR
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT FACTOR,POR ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT,ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,FACTOR -> ENTERO
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT,ENTERO AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,AT LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR,LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCIONES -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,LLAVE_CERRAR SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR,SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCIONES -> INSTRUCCION INSTRUCCIONES
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCION -> CONDICIONAL
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,CONDICIONAL -> SI PARENTESIS_ABRIR CONDICION PARENTESIS_CERRAR LLAVE_ABRIR INSTRUCCIONES LLAVE_CERRAR CONDICIONAL'
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION PARENTESIS_ABRIR,SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION,PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR,IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR ROMPER AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,CONDICION -> EXPRESION CONDICION'
